longdist;internat;local;int_disc;billtype;pay;age;gender;marital;children;income
9,65;0;108,82;Да;Бесплатный;CH;58;Женский;Женат;2;81711,9
9,65;0;108,82;Да;Бесплатный;CH;58;Женский;Женат;2;81711,9
9,65;0;108,82;Да;Бесплатный;CH;58;Женский;Женат;2;81711,9
9,67;0;38,21;Нет;Бесплатный;Auto;22;Женский;Женат;1;58462,3
9,67;0;38,21;Нет;Бесплатный;Auto;22;Женский;Женат;1;58462,3
9,67;0;38,21;Нет;Бесплатный;Auto;22;Женский;Женат;1;58462,3
9,7;1,2;12,18;Нет;Бюджетный;CC;33;Женский;Женат;0;2974,76
9,7;1,2;12,18;Нет;Бюджетный;CC;33;Женский;Женат;0;2974,76
9,7;1,2;12,18;Нет;Бюджетный;CC;33;Женский;Женат;0;2974,76
9,78;0;68,62;Нет;Бесплатный;CC;78;Мужской;Женат;1;23919,1
9,78;0;68,62;Нет;Бесплатный;CC;78;Мужской;Женат;1;23919,1
9,78;0;68,62;Нет;Бесплатный;CC;78;Мужской;Женат;1;23919,1
9,79;8,8;72,62;Нет;Бюджетный;CC;69;Женский;Женат;0;10250,1
9,79;8,8;72,62;Нет;Бюджетный;CC;69;Женский;Женат;0;10250,1
9,79;8,8;72,62;Нет;Бюджетный;CC;69;Женский;Женат;0;10250,1
9,79;0;13,66;Нет;Бюджетный;Auto;21;Женский;Женат;0;77210,6
9,79;0;13,66;Нет;Бюджетный;Auto;21;Женский;Женат;0;77210,6
9,79;0;13,66;Нет;Бюджетный;Auto;21;Женский;Женат;0;77210,6
9,82;0;25,11;Нет;Бюджетный;Auto;21;Женский;Женат;1;78855,5
9,82;0;25,11;Нет;Бюджетный;Auto;21;Женский;Женат;1;78855,5
9,82;0;25,11;Нет;Бюджетный;Auto;21;Женский;Женат;1;78855,5
9,82;0;82,45;Да;Бюджетный;CC;60;Женский;Женат;1;40792,3
9,82;0;82,45;Да;Бюджетный;CC;60;Женский;Женат;1;40792,3
9,82;0;82,45;Да;Бюджетный;CC;60;Женский;Женат;1;40792,3
9,87;0;33,07;Нет;Бесплатный;CC;45;Мужской;Женат;2;23695,6
9,87;0;33,07;Нет;Бесплатный;CC;45;Мужской;Женат;2;23695,6
9,87;0;33,07;Нет;Бесплатный;CC;45;Мужской;Женат;2;23695,6
9,89;0;53,09;Нет;Бюджетный;CC;59;Женский;Женат;0;91427,2
9,89;0;53,09;Нет;Бюджетный;CC;59;Женский;Женат;0;91427,2
9,89;0;53,09;Нет;Бюджетный;CC;59;Женский;Женат;0;91427,2
10;0;101,67;Да;Бесплатный;CH;50;Мужской;Женат;1;19301,3
10;0;101,67;Да;Бесплатный;CH;50;Мужской;Женат;1;19301,3
10;0;101,67;Да;Бесплатный;CH;50;Мужской;Женат;1;19301,3
10,04;0;46,31;Нет;Бесплатный;Auto;53;Мужской;Одинокий;1;37111,5
10,04;0;46,31;Нет;Бесплатный;Auto;53;Мужской;Одинокий;1;37111,5
10,04;0;46,31;Нет;Бесплатный;Auto;53;Мужской;Одинокий;1;37111,5
10,23;8,01;139,48;Нет;Бесплатный;CC;77;Мужской;Женат;0;31650
10,23;8,01;139,48;Нет;Бесплатный;CC;77;Мужской;Женат;0;31650
10,23;8,01;139,48;Нет;Бесплатный;CC;77;Мужской;Женат;0;31650
10,25;1,94;145,07;Нет;Бюджетный;CC;54;Женский;Одинокий;0;60774,6
10,25;1,94;145,07;Нет;Бюджетный;CC;54;Женский;Одинокий;0;60774,6
10,25;1,94;145,07;Нет;Бюджетный;CC;54;Женский;Одинокий;0;60774,6
10,26;0;163,85;Нет;Бюджетный;CC;86;Женский;Одинокий;0;99514,6
10,26;0;163,85;Нет;Бюджетный;CC;86;Женский;Одинокий;0;99514,6
10,26;0;163,85;Нет;Бюджетный;CC;86;Женский;Одинокий;0;99514,6
10,27;1,67;29,64;Нет;Бесплатный;CC;20;Мужской;Женат;0;69444,5
10,27;1,67;29,64;Нет;Бесплатный;CC;20;Мужской;Женат;0;69444,5
10,27;1,67;29,64;Нет;Бесплатный;CC;20;Мужской;Женат;0;69444,5
10,29;4,83;13,89;Да;Бюджетный;Auto;55;Женский;Женат;0;25080,6
10,29;4,83;13,89;Да;Бюджетный;Auto;55;Женский;Женат;0;25080,6
10,29;4,83;13,89;Да;Бюджетный;Auto;55;Женский;Женат;0;25080,6
10,32;0;22,48;Нет;Бюджетный;CC;82;Женский;Женат;2;72092,3
10,32;0;22,48;Нет;Бюджетный;CC;82;Женский;Женат;2;72092,3
10,32;0;22,48;Нет;Бюджетный;CC;82;Женский;Женат;2;72092,3
10,34;0;19,05;Нет;Бесплатный;CH;48;Мужской;Женат;2;7122,16
10,34;0;19,05;Нет;Бесплатный;CH;48;Мужской;Женат;2;7122,16
10,34;0;19,05;Нет;Бесплатный;CH;48;Мужской;Женат;2;7122,16
10,37;2,15;24,67;Нет;Бесплатный;CH;87;Мужской;Одинокий;0;69864
10,37;2,15;24,67;Нет;Бесплатный;CH;87;Мужской;Одинокий;0;69864
10,37;2,15;24,67;Нет;Бесплатный;CH;87;Мужской;Одинокий;0;69864
10,4;0;10,12;Нет;Бесплатный;CC;92;Мужской;Женат;1;81271,1
10,4;0;10,12;Нет;Бесплатный;CC;92;Мужской;Женат;1;81271,1
10,4;0;10,12;Нет;Бесплатный;CC;92;Мужской;Женат;1;81271,1
10,43;0;16,9;Да;Бесплатный;CC;47;Мужской;Одинокий;1;12752,5
10,43;0;16,9;Да;Бесплатный;CC;47;Мужской;Одинокий;1;12752,5
10,43;0;16,9;Да;Бесплатный;CC;47;Мужской;Одинокий;1;12752,5
10,44;0;39,96;Нет;Бесплатный;CC;47;Женский;Женат;1;53298,7
10,44;0;127,43;Нет;Бюджетный;Auto;39;Мужской;Женат;1;88474,7
10,44;0;39,96;Нет;Бесплатный;CC;47;Женский;Женат;1;53298,7
10,44;0;127,43;Нет;Бюджетный;Auto;39;Мужской;Женат;1;88474,7
10,44;0;127,43;Нет;Бюджетный;Auto;39;Мужской;Женат;1;88474,7
10,44;0;39,96;Нет;Бесплатный;CC;47;Женский;Женат;1;53298,7
10,45;0;10,81;Нет;Бюджетный;CH;22;Женский;Женат;1;50290,7
10,45;0;10,81;Нет;Бюджетный;CH;22;Женский;Женат;1;50290,7
10,45;0;10,81;Нет;Бюджетный;CH;22;Женский;Женат;1;50290,7
10,46;0;17,08;Нет;Бюджетный;Auto;63;Женский;Одинокий;0;19854,2
10,46;0;17,08;Нет;Бюджетный;Auto;63;Женский;Одинокий;0;19854,2
10,46;0;17,08;Нет;Бюджетный;Auto;63;Женский;Одинокий;0;19854,2
10,47;0;33,16;Нет;Бесплатный;CC;44;Женский;Одинокий;0;44183,9
10,47;0;33,16;Нет;Бесплатный;CC;44;Женский;Одинокий;0;44183,9
10,47;0;33,16;Нет;Бесплатный;CC;44;Женский;Одинокий;0;44183,9
10,47;0;7,53;Нет;Бюджетный;CC;51;Мужской;Женат;0;64313
10,47;0;7,53;Нет;Бюджетный;CC;51;Мужской;Женат;0;64313
10,47;0;7,53;Нет;Бюджетный;CC;51;Мужской;Женат;0;64313
10,51;0;5,91;Да;Бесплатный;Auto;67;Женский;Одинокий;1;9824,75
10,51;0;5,91;Да;Бесплатный;Auto;67;Женский;Одинокий;1;9824,75
10,51;0;5,91;Да;Бесплатный;Auto;67;Женский;Одинокий;1;9824,75
10,57;0;40,51;Нет;Бесплатный;CC;18;Мужской;Женат;0;77293,3
10,57;0;40,51;Нет;Бесплатный;CC;18;Мужской;Женат;0;77293,3
10,57;0;40,51;Нет;Бесплатный;CC;18;Мужской;Женат;0;77293,3
10,58;0;37,28;Нет;Бесплатный;CC;53;Мужской;Женат;2;37354
10,58;0;37,28;Нет;Бесплатный;CC;53;Мужской;Женат;2;37354
10,58;0;37,28;Нет;Бесплатный;CC;53;Мужской;Женат;2;37354
10,61;0,13;159,89;Да;Бюджетный;Auto;40;Мужской;Одинокий;2;88943,9
10,61;0,13;159,89;Да;Бюджетный;Auto;40;Мужской;Одинокий;2;88943,9
10,61;0,13;159,89;Да;Бюджетный;Auto;40;Мужской;Одинокий;2;88943,9
10,66;0,6;286,24;Нет;Бюджетный;CC;64;Женский;Женат;1;79734,6
10,66;0,6;286,24;Нет;Бюджетный;CC;64;Женский;Женат;1;79734,6
10,66;0,6;286,24;Нет;Бюджетный;CC;64;Женский;Женат;1;79734,6
10,67;0;233,81;Нет;Бюджетный;CC;87;Женский;Женат;1;12935,2
10,67;0;233,81;Нет;Бюджетный;CC;87;Женский;Женат;1;12935,2
10,67;0;233,81;Нет;Бюджетный;CC;87;Женский;Женат;1;12935,2
10,69;0;183,14;Да;Бюджетный;CC;30;Мужской;Женат;2;25298,6
10,69;0;183,14;Да;Бюджетный;CC;30;Мужской;Женат;2;25298,6
10,69;0;183,14;Да;Бюджетный;CC;30;Мужской;Женат;2;25298,6
10,69;0;38,39;Нет;Бюджетный;CH;23;Мужской;Женат;2;24457,6
10,69;0;38,39;Нет;Бюджетный;CH;23;Мужской;Женат;2;24457,6
10,69;0;38,39;Нет;Бюджетный;CH;23;Мужской;Женат;2;24457,6
10,77;0;64,62;Нет;Бесплатный;CC;94;Женский;Женат;2;37742
10,77;0;64,62;Нет;Бесплатный;CC;94;Женский;Женат;2;37742
10,77;0;64,62;Нет;Бесплатный;CC;94;Женский;Женат;2;37742
10,77;0;76,41;Нет;Бесплатный;CC;83;Мужской;Женат;0;14604,9
10,77;0;76,41;Нет;Бесплатный;CC;83;Мужской;Женат;0;14604,9
10,77;0;76,41;Нет;Бесплатный;CC;83;Мужской;Женат;0;14604,9
10,79;0;41,01;Нет;Бюджетный;CC;79;Мужской;Одинокий;2;97928,4
10,79;0;41,01;Нет;Бюджетный;CC;79;Мужской;Одинокий;2;97928,4
10,79;0;41,01;Нет;Бюджетный;CC;79;Мужской;Одинокий;2;97928,4
10,8;0;42,79;Нет;Бюджетный;CC;87;Мужской;Одинокий;1;22718,6
10,8;0;42,79;Нет;Бюджетный;CC;87;Мужской;Одинокий;1;22718,6
10,8;0;42,79;Нет;Бюджетный;CC;87;Мужской;Одинокий;1;22718,6
10,82;0;36,75;Нет;Бюджетный;Auto;61;Мужской;Одинокий;2;66026
10,82;0;36,75;Нет;Бюджетный;Auto;61;Мужской;Одинокий;2;66026
10,82;0;36,75;Нет;Бюджетный;Auto;61;Мужской;Одинокий;2;66026
10,85;0;161,39;Да;Бюджетный;CC;41;Женский;Женат;0;57307,1
10,85;0;161,39;Да;Бюджетный;CC;41;Женский;Женат;0;57307,1
10,85;0;161,39;Да;Бюджетный;CC;41;Женский;Женат;0;57307,1
10,85;0;122,45;Нет;Бюджетный;CC;48;Женский;Женат;2;44596,4
10,85;0;122,45;Нет;Бюджетный;CC;48;Женский;Женат;2;44596,4
10,85;0;122,45;Нет;Бюджетный;CC;48;Женский;Женат;2;44596,4
10,88;0;47,66;Да;Бюджетный;CC;94;Женский;Одинокий;2;49724,1
10,88;0;47,66;Да;Бюджетный;CC;94;Женский;Одинокий;2;49724,1
10,88;0;47,66;Да;Бюджетный;CC;94;Женский;Одинокий;2;49724,1
10,89;0;26,75;Нет;Бесплатный;CH;58;Мужской;Женат;0;88811
10,89;0;26,75;Нет;Бесплатный;CH;58;Мужской;Женат;0;88811
10,89;0;26,75;Нет;Бесплатный;CH;58;Мужской;Женат;0;88811
10,9;9,28;27,02;Да;Бюджетный;CH;47;Женский;Женат;1;57611,4
10,9;9,28;27,02;Да;Бюджетный;CH;47;Женский;Женат;1;57611,4
10,9;9,28;27,02;Да;Бюджетный;CH;47;Женский;Женат;1;57611,4
10,94;6,77;50,78;Нет;Бесплатный;CH;42;Женский;Женат;2;75750,1
10,94;6,77;50,78;Нет;Бесплатный;CH;42;Женский;Женат;2;75750,1
10,94;6,77;50,78;Нет;Бесплатный;CH;42;Женский;Женат;2;75750,1
10,95;0;18,56;Нет;Бюджетный;Auto;59;Женский;Одинокий;0;41624,7
10,95;0;18,56;Нет;Бюджетный;Auto;59;Женский;Одинокий;0;41624,7
10,95;0;18,56;Нет;Бюджетный;Auto;59;Женский;Одинокий;0;41624,7
10,97;0;60;Да;Бесплатный;CH;45;Мужской;Женат;0;27170,6
10,97;0;60;Да;Бесплатный;CH;45;Мужской;Женат;0;27170,6
10,97;0;60;Да;Бесплатный;CH;45;Мужской;Женат;0;27170,6
10,98;9,57;65,03;Нет;Бесплатный;CC;64;Женский;Женат;2;56412,5
10,98;9,57;65,03;Нет;Бесплатный;CC;64;Женский;Женат;2;56412,5
10,98;9,57;65,03;Нет;Бесплатный;CC;64;Женский;Женат;2;56412,5
11;0;87,13;Нет;Бюджетный;CC;42;Мужской;Женат;0;69463,1
11;0;87,13;Нет;Бюджетный;CC;42;Мужской;Женат;0;69463,1
11;0;87,13;Нет;Бюджетный;CC;42;Мужской;Женат;0;69463,1
11,01;0;36,88;Да;Бесплатный;CC;59;Женский;Женат;0;887,5
11,01;0;36,88;Да;Бесплатный;CC;59;Женский;Женат;0;887,5
11,01;0;36,88;Да;Бесплатный;CC;59;Женский;Женат;0;887,5
11,02;0;49,41;Нет;Бюджетный;CH;94;Мужской;Женат;1;76213,2
11,02;0;49,41;Нет;Бюджетный;CH;94;Мужской;Женат;1;76213,2
11,02;0;49,41;Нет;Бюджетный;CH;94;Мужской;Женат;1;76213,2
11,02;0;9,26;Нет;Бюджетный;CC;92;Мужской;Женат;1;95020,4
11,02;0;9,26;Нет;Бюджетный;CC;92;Мужской;Женат;1;95020,4
11,02;0;9,26;Нет;Бюджетный;CC;92;Мужской;Женат;1;95020,4
11,02;0;49,89;Да;Бесплатный;CC;20;Женский;Одинокий;2;23671,6
11,02;0;49,89;Да;Бесплатный;CC;20;Женский;Одинокий;2;23671,6
11,02;0;49,89;Да;Бесплатный;CC;20;Женский;Одинокий;2;23671,6
11,03;0;87,33;Да;Бюджетный;CC;62;Женский;Женат;1;63314,6
11,03;0;87,33;Да;Бюджетный;CC;62;Женский;Женат;1;63314,6
11,03;0;87,33;Да;Бюджетный;CC;62;Женский;Женат;1;63314,6
11,03;0;34,28;Нет;Бюджетный;CC;87;Женский;Одинокий;2;3776,12
11,03;0;34,28;Нет;Бюджетный;CC;87;Женский;Одинокий;2;3776,12
11,03;0;34,28;Нет;Бюджетный;CC;87;Женский;Одинокий;2;3776,12
11,03;4,15;92,13;Нет;Бюджетный;CC;57;Мужской;Одинокий;2;26349,1
11,03;4,15;92,13;Нет;Бюджетный;CC;57;Мужской;Одинокий;2;26349,1
11,03;4,15;92,13;Нет;Бюджетный;CC;57;Мужской;Одинокий;2;26349,1
11,05;0;285,18;Нет;Бесплатный;Auto;49;Мужской;Женат;2;90414,9
11,05;0;285,18;Нет;Бесплатный;Auto;49;Мужской;Женат;2;90414,9
11,05;0;285,18;Нет;Бесплатный;Auto;49;Мужской;Женат;2;90414,9
11,06;0;50,85;Нет;Бесплатный;CC;64;Женский;Одинокий;1;7737,94
11,06;0;50,85;Нет;Бесплатный;CC;64;Женский;Одинокий;1;7737,94
11,06;0;50,85;Нет;Бесплатный;CC;64;Женский;Одинокий;1;7737,94
11,06;0;30,23;Нет;Бюджетный;CC;29;Мужской;Женат;1;69294,7
11,06;0;30,23;Нет;Бюджетный;CC;29;Мужской;Женат;1;69294,7
11,06;0;30,23;Нет;Бюджетный;CC;29;Мужской;Женат;1;69294,7
11,06;0;40,82;Нет;Бюджетный;CC;27;Мужской;Одинокий;2;4335,86
11,06;0;40,82;Нет;Бюджетный;CC;27;Мужской;Одинокий;2;4335,86
11,06;0;40,82;Нет;Бюджетный;CC;27;Мужской;Одинокий;2;4335,86
11,14;0;110,79;Да;Бесплатный;CC;24;Мужской;Женат;0;25921,4
11,14;0;110,79;Да;Бесплатный;CC;24;Мужской;Женат;0;25921,4
11,14;0;110,79;Да;Бесплатный;CC;24;Мужской;Женат;0;25921,4
11,19;0;75,6;Нет;Бесплатный;CC;67;Мужской;Одинокий;1;36415,3
11,19;0;75,6;Нет;Бесплатный;CC;67;Мужской;Одинокий;1;36415,3
11,19;0;75,6;Нет;Бесплатный;CC;67;Мужской;Одинокий;1;36415,3
11,24;6,82;115,45;Да;Бесплатный;CC;52;Мужской;Одинокий;1;37809,7
11,24;6,82;115,45;Да;Бесплатный;CC;52;Мужской;Одинокий;1;37809,7
11,24;6,82;115,45;Да;Бесплатный;CC;52;Мужской;Одинокий;1;37809,7
11,26;0;83,64;Да;Бюджетный;CH;73;Женский;Одинокий;2;85184,6
11,26;0;83,64;Да;Бюджетный;CH;73;Женский;Одинокий;2;85184,6
11,26;0;83,64;Да;Бюджетный;CH;73;Женский;Одинокий;2;85184,6
11,27;0;52,74;Нет;Бюджетный;CC;62;Мужской;Женат;2;94092,6
11,27;0;52,74;Нет;Бюджетный;CC;62;Мужской;Женат;2;94092,6
11,27;0;52,74;Нет;Бюджетный;CC;62;Мужской;Женат;2;94092,6
11,31;0;71,5;Да;Бюджетный;CH;75;Женский;Одинокий;1;57952,6
11,31;0;71,5;Да;Бюджетный;CH;75;Женский;Одинокий;1;57952,6
11,31;0;71,5;Да;Бюджетный;CH;75;Женский;Одинокий;1;57952,6
11,36;0;13,46;Нет;Бесплатный;CC;43;Женский;Одинокий;2;77293
11,36;0;13,46;Нет;Бесплатный;CC;43;Женский;Одинокий;2;77293
11,36;0;13,46;Нет;Бесплатный;CC;43;Женский;Одинокий;2;77293
11,39;0;103,07;Да;Бюджетный;CC;68;Мужской;Одинокий;0;3409,01
11,39;0;103,07;Да;Бюджетный;CC;68;Мужской;Одинокий;0;3409,01
11,39;0;103,07;Да;Бюджетный;CC;68;Мужской;Одинокий;0;3409,01
11,4;0;62,53;Нет;Бюджетный;CC;88;Мужской;Женат;1;43378,2
11,4;0;62,53;Нет;Бюджетный;CC;88;Мужской;Женат;1;43378,2
11,4;0;62,53;Нет;Бюджетный;CC;88;Мужской;Женат;1;43378,2
11,41;0;128,12;Да;Бесплатный;CC;93;Женский;Одинокий;1;21395,2
11,41;0;128,12;Да;Бесплатный;CC;93;Женский;Одинокий;1;21395,2
11,41;0;128,12;Да;Бесплатный;CC;93;Женский;Одинокий;1;21395,2
11,43;0;37,94;Нет;Бесплатный;CC;66;Женский;Одинокий;1;56562,9
11,43;0;37,94;Нет;Бесплатный;CC;66;Женский;Одинокий;1;56562,9
11,43;0;37,94;Нет;Бесплатный;CC;66;Женский;Одинокий;1;56562,9
11,45;0;42,86;Нет;Бесплатный;Auto;69;Мужской;Женат;2;30901,3
11,45;0;42,86;Нет;Бесплатный;Auto;69;Мужской;Женат;2;30901,3
11,45;0;42,86;Нет;Бесплатный;Auto;69;Мужской;Женат;2;30901,3
11,53;0;7,04;Нет;Бесплатный;CH;23;Мужской;Женат;2;25672,6
11,53;0;7,04;Нет;Бесплатный;CH;23;Мужской;Женат;2;25672,6
11,53;0;7,04;Нет;Бесплатный;CH;23;Мужской;Женат;2;25672,6
11,57;0;12,47;Да;Бесплатный;CH;60;Женский;Женат;2;99488,1
11,57;0;12,47;Да;Бесплатный;CH;60;Женский;Женат;2;99488,1
11,57;0;12,47;Да;Бесплатный;CH;60;Женский;Женат;2;99488,1
11,57;0;70,89;Нет;Бесплатный;CC;53;Мужской;Одинокий;1;76394
11,57;0;70,89;Нет;Бесплатный;CC;53;Мужской;Одинокий;1;76394
11,57;0;70,89;Нет;Бесплатный;CC;53;Мужской;Одинокий;1;76394
11,59;0;94,89;Нет;Бюджетный;CC;96;Мужской;Одинокий;2;25826,4
11,59;0;94,89;Нет;Бюджетный;CC;96;Мужской;Одинокий;2;25826,4
11,59;0;94,89;Нет;Бюджетный;CC;96;Мужской;Одинокий;2;25826,4
11,66;0;38,36;Да;Бесплатный;Auto;49;Мужской;Одинокий;0;32358,1
11,66;0;38,36;Да;Бесплатный;Auto;49;Мужской;Одинокий;0;32358,1
11,66;0;38,36;Да;Бесплатный;Auto;49;Мужской;Одинокий;0;32358,1
11,68;0;51,92;Да;Бесплатный;CH;57;Мужской;Женат;2;66634,9
11,68;0;51,92;Да;Бесплатный;CH;57;Мужской;Женат;2;66634,9
11,68;0;51,92;Да;Бесплатный;CH;57;Мужской;Женат;2;66634,9
11,69;0,22;43,56;Нет;Бесплатный;CH;29;Женский;Одинокий;0;73032,9
11,69;0,22;43,56;Нет;Бесплатный;CH;29;Женский;Одинокий;0;73032,9
11,69;0,22;43,56;Нет;Бесплатный;CH;29;Женский;Одинокий;0;73032,9
11,7;0;13,94;Да;Бюджетный;CH;54;Мужской;Одинокий;0;84754,4
11,7;0;13,94;Да;Бюджетный;CH;54;Мужской;Одинокий;0;84754,4
11,7;0;13,94;Да;Бюджетный;CH;54;Мужской;Одинокий;0;84754,4
11,74;0;38,33;Нет;Бюджетный;CC;64;Женский;Женат;0;6528,38
11,74;0;38,33;Нет;Бюджетный;CC;64;Женский;Женат;0;6528,38
11,74;0;38,33;Нет;Бюджетный;CC;64;Женский;Женат;0;6528,38
11,75;0;54,84;Да;Бесплатный;CH;62;Женский;Одинокий;2;13965,4
11,75;0;54,84;Да;Бесплатный;CH;62;Женский;Одинокий;2;13965,4
11,75;0;54,84;Да;Бесплатный;CH;62;Женский;Одинокий;2;13965,4
11,81;0,64;5,74;Нет;Бесплатный;CC;97;Мужской;Женат;0;96223,4
11,81;0,64;5,74;Нет;Бесплатный;CC;97;Мужской;Женат;0;96223,4
11,81;0,64;5,74;Нет;Бесплатный;CC;97;Мужской;Женат;0;96223,4
11,81;0;26,82;Нет;Бесплатный;CC;76;Мужской;Одинокий;1;91607,4
11,81;0;26,82;Нет;Бесплатный;CC;76;Мужской;Одинокий;1;91607,4
11,81;0;26,82;Нет;Бесплатный;CC;76;Мужской;Одинокий;1;91607,4
11,82;0;27,68;Да;Бюджетный;CC;62;Женский;Одинокий;2;15981,7
11,82;0;27,68;Да;Бюджетный;CC;62;Женский;Одинокий;2;15981,7
11,82;0;27,68;Да;Бюджетный;CC;62;Женский;Одинокий;2;15981,7
11,83;1,21;50,94;Нет;Бесплатный;CC;86;Женский;Женат;0;31242,1
11,83;1,21;50,94;Нет;Бесплатный;CC;86;Женский;Женат;0;31242,1
11,83;1,21;50,94;Нет;Бесплатный;CC;86;Женский;Женат;0;31242,1
11,85;0;176,49;Нет;Бюджетный;CC;71;Женский;Одинокий;2;4581,9
11,85;0;176,49;Нет;Бюджетный;CC;71;Женский;Одинокий;2;4581,9
11,85;0;176,49;Нет;Бюджетный;CC;71;Женский;Одинокий;2;4581,9
11,86;0;135,65;Нет;Бюджетный;Auto;20;Мужской;Женат;1;59632,9
11,86;0;135,65;Нет;Бюджетный;Auto;20;Мужской;Женат;1;59632,9
11,86;0;135,65;Нет;Бюджетный;Auto;20;Мужской;Женат;1;59632,9
11,87;0;20,85;Нет;Бесплатный;CH;25;Мужской;Женат;0;94451,7
11,87;0;20,85;Нет;Бесплатный;CH;25;Мужской;Женат;0;94451,7
11,87;0;20,85;Нет;Бесплатный;CH;25;Мужской;Женат;0;94451,7
11,9;0;11,94;Нет;Бюджетный;CC;69;Женский;Женат;0;91198,6
11,9;0;11,94;Нет;Бюджетный;CC;69;Женский;Женат;0;91198,6
11,9;0;11,94;Нет;Бюджетный;CC;69;Женский;Женат;0;91198,6
11,91;0;134,4;Нет;Бесплатный;CC;57;Мужской;Одинокий;2;91136,2
11,91;0;134,4;Нет;Бесплатный;CC;57;Мужской;Одинокий;2;91136,2
11,91;0;134,4;Нет;Бесплатный;CC;57;Мужской;Одинокий;2;91136,2
11,97;0;124,64;Да;Бюджетный;CC;70;Мужской;Женат;1;42211,8
11,97;0;124,64;Да;Бюджетный;CC;70;Мужской;Женат;1;42211,8
11,97;0;124,64;Да;Бюджетный;CC;70;Мужской;Женат;1;42211,8
11,97;0;25,59;Нет;Бесплатный;CC;66;Мужской;Женат;2;76161,4
11,97;0;25,59;Нет;Бесплатный;CC;66;Мужской;Женат;2;76161,4
11,97;0;25,59;Нет;Бесплатный;CC;66;Мужской;Женат;2;76161,4
11,97;0;30,63;Да;Бюджетный;Auto;61;Мужской;Женат;0;95132,7
11,97;0;30,63;Да;Бюджетный;Auto;61;Мужской;Женат;0;95132,7
11,97;0;30,63;Да;Бюджетный;Auto;61;Мужской;Женат;0;95132,7
12;0;150,86;Нет;Бесплатный;CC;66;Мужской;Женат;1;31672,4
12;0;150,86;Нет;Бесплатный;CC;66;Мужской;Женат;1;31672,4
12;0;150,86;Нет;Бесплатный;CC;66;Мужской;Женат;1;31672,4
12,01;0;62,23;Нет;Бюджетный;CH;67;Мужской;Одинокий;0;9448,62
12,01;0;62,23;Нет;Бюджетный;CH;67;Мужской;Одинокий;0;9448,62
12,01;0;62,23;Нет;Бюджетный;CH;67;Мужской;Одинокий;0;9448,62
12,03;0;5,83;Да;Бюджетный;CC;56;Мужской;Женат;2;77246,3
12,03;0;5,83;Да;Бюджетный;CC;56;Мужской;Женат;2;77246,3
12,03;0;5,83;Да;Бюджетный;CC;56;Мужской;Женат;2;77246,3
12,05;0;13,32;Нет;Бесплатный;Auto;52;Женский;Одинокий;0;44497,3
12,05;0;13,32;Нет;Бесплатный;Auto;52;Женский;Одинокий;0;44497,3
12,05;0;13,32;Нет;Бесплатный;Auto;52;Женский;Одинокий;0;44497,3
12,06;0;27,39;Да;Бесплатный;Auto;41;Женский;Женат;1;3920,43
12,06;0;27,39;Да;Бесплатный;Auto;41;Женский;Женат;1;3920,43
12,06;0;27,39;Да;Бесплатный;Auto;41;Женский;Женат;1;3920,43
12,06;0;22,05;Да;Бюджетный;Auto;28;Мужской;Женат;1;10385,3
12,06;0;22,05;Да;Бюджетный;Auto;28;Мужской;Женат;1;10385,3
12,06;0;22,05;Да;Бюджетный;Auto;28;Мужской;Женат;1;10385,3
12,09;0;119,02;Да;Бюджетный;Auto;28;Мужской;Женат;1;52750,8
12,09;0;119,02;Да;Бюджетный;Auto;28;Мужской;Женат;1;52750,8
12,09;0;119,02;Да;Бюджетный;Auto;28;Мужской;Женат;1;52750,8
12,14;0;15,74;Нет;Бесплатный;CC;35;Мужской;Одинокий;0;44909,2
12,14;0;15,74;Нет;Бесплатный;CC;35;Мужской;Одинокий;0;44909,2
12,14;0;15,74;Нет;Бесплатный;CC;35;Мужской;Одинокий;0;44909,2
12,15;0;116,59;Нет;Бесплатный;CH;79;Женский;Одинокий;2;43151,7
12,15;0;116,59;Нет;Бесплатный;CH;79;Женский;Одинокий;2;43151,7
12,15;0;116,59;Нет;Бесплатный;CH;79;Женский;Одинокий;2;43151,7
12,2;0;109,8;Нет;Бесплатный;CC;85;Мужской;Женат;0;18909,5
12,2;0;109,8;Нет;Бесплатный;CC;85;Мужской;Женат;0;18909,5
12,2;0;109,8;Нет;Бесплатный;CC;85;Мужской;Женат;0;18909,5
12,21;0;52,97;Да;Бесплатный;Auto;31;Мужской;Одинокий;1;37832,6
12,21;0;52,97;Да;Бесплатный;Auto;31;Мужской;Одинокий;1;37832,6
12,21;0;52,97;Да;Бесплатный;Auto;31;Мужской;Одинокий;1;37832,6
12,23;0;135,42;Нет;Бесплатный;CH;31;Мужской;Женат;0;51015,7
12,23;0;135,42;Нет;Бесплатный;CH;31;Мужской;Женат;0;51015,7
12,23;0;135,42;Нет;Бесплатный;CH;31;Мужской;Женат;0;51015,7
12,24;0;23,56;Нет;Бюджетный;CC;52;Мужской;Женат;2;28255
12,24;0;23,56;Нет;Бюджетный;CC;52;Мужской;Женат;2;28255
12,24;0;23,56;Нет;Бюджетный;CC;52;Мужской;Женат;2;28255
12,25;0;193,89;Нет;Бюджетный;Auto;85;Мужской;Одинокий;2;75639,8
12,25;0;193,89;Нет;Бюджетный;Auto;85;Мужской;Одинокий;2;75639,8
12,25;0;193,89;Нет;Бюджетный;Auto;85;Мужской;Одинокий;2;75639,8
